,0,1,2
0,-2.1193421098331116,0.9611316883990234,1.0
1,-1.4892514264236831,0.5057986247157578,1.0
2,-1.4546284318417184,0.7213952808527196,1.0
3,-1.7238433456253752,0.9064059284988212,1.0
4,-1.4897751026067507,0.6832764453287391,1.0
5,-1.2519433509164233,0.7817672609201843,1.0
6,-1.2698285519160837,0.9477472164522939,1.0
7,-1.0086433610768035,1.0218942833033993,1.0
8,-1.502422352561543,0.9831166938454252,1.0
9,-1.765631207417458,1.2252816825717112,1.0
10,-1.7292127959980665,1.2553513037107187,1.0
11,-1.4740426260237889,1.0919137915527855,1.0
12,-1.9410173790634004,0.9866620924336731,1.0
13,-2.1076785877381856,1.0691449290254251,1.0
14,-2.0890095417586716,1.0554104229609371,1.0
15,-1.8777938573412292,0.8167371999515629,1.0
16,-1.9715033006941218,0.9483760884448772,1.0
17,-1.4691951557634368,0.818091340314024,1.0
18,-2.3107980065958653,1.2159621474457403,1.0
19,-2.164590249079719,1.1312721624188045,1.0
20,-1.9872887294421762,1.1051397613952714,1.0
21,-2.038613317381123,1.1205480949478215,1.0
22,-1.8386631193184215,0.999595242952282,1.0
23,-1.8614570947837068,0.8899282676475828,1.0
24,-1.9399112689606481,0.9772276288574061,1.0
25,-1.3372408499595907,0.8050224227800397,1.0
26,-1.6169386797332563,0.8832857185258017,1.0
27,-1.5461800318559746,0.8268974417506455,1.0
28,-1.963164963616257,0.7523260936427507,1.0
29,-1.9164528117877146,0.6454913735537672,1.0
30,-1.9377387378653341,0.7278833487671832,1.0
31,-2.042766353060306,0.6993596276747133,1.0
32,-1.9058937204156128,0.6798238016405078,1.0
33,-1.6786713106955515,0.6554852320595009,1.0
34,-1.6550980534848396,0.5350369504571503,1.0
35,-1.8127450414743298,0.890852158926075,1.0
36,-1.9350422098064164,0.953454950444407,1.0
37,-1.8617119186001239,0.8919552576908426,1.0
38,-1.8391623018842722,0.9600798683621726,1.0
39,-1.5841523694376591,0.7799941144439729,1.0
40,-2.341453138465435,1.137953735142937,1.0
41,-2.00501318045752,1.143095728490993,1.0
42,-2.448766760203984,1.0418474657765633,1.0
43,-2.028310050128395,0.9611040741209431,1.0
44,-1.9849823807911982,0.933957083078114,1.0
45,-2.0232770715679242,0.9333824207411412,1.0
46,-1.832219851126714,0.9948946149527125,1.0
47,-1.7799537436116248,1.1033440466330053,1.0
48,-2.3775528741511,1.1694673958689101,1.0
49,-1.7280066344230067,0.9034564207346395,1.0
50,-1.8737007827346326,1.233429237223513,1.0
51,-1.6232970750095328,0.9726455429126039,1.0
52,-1.728188380542614,1.0554108808871265,1.0
53,-2.1144333675484046,1.264588541853375,1.0
54,-1.7470750023207062,0.9457240375102571,1.0
55,-1.9701745653258103,1.0817708858633281,1.0
56,-2.0149028665184736,1.158055917985233,1.0
57,-1.927557012119796,0.8739969104143329,1.0
58,-2.048548424040123,1.1163238615196058,1.0
59,-1.834919579140988,1.1025443617829598,1.0
60,-2.045660537721675,1.194273382398914,1.0
61,-1.7953386430041696,1.0295253761747523,1.0
62,-1.655701364386318,0.7763452041694304,1.0
63,-1.403017879643731,0.695475505218474,1.0
64,-1.6577493695318295,0.7003073313760703,1.0
65,-2.1629219550356917,1.360207348637432,1.0
66,-1.7510123910678015,1.2082070189162417,1.0
67,-1.9327570124747018,1.284312230831371,1.0
68,-1.7508984655158508,1.0883879373183003,1.0
69,-2.0134194096451132,1.2025283321569495,1.0
70,-2.242344559904011,1.400038413788628,1.0
71,-2.288890303070195,1.3845498475005036,1.0
72,-1.6846478400596883,1.1365616778137075,1.0
73,-1.7930274850213133,1.2469908626552617,1.0
74,-1.603624296829717,1.0928371337098548,1.0
75,-1.4498013724866288,1.015494653868254,1.0
76,-2.283525643657182,1.3150083268111779,1.0
77,-2.0820892557415105,1.1539505559788656,1.0
78,-2.319071122314738,1.2562032701021513,1.0
79,-1.8594693605658186,1.1608119908316739,1.0
80,-1.9313002478543342,1.1219288012076132,1.0
81,-1.566520931604767,1.001667444912766,1.0
82,-1.4870855080052099,1.0055660428687208,1.0
83,-2.057755035464,1.161648624159788,1.0
84,-2.575036909418332,1.3665657638537303,1.0
85,-2.302630005015334,1.2373868476447514,1.0
86,-2.251576712448018,1.0936291822678386,1.0
87,-1.860166381225237,0.8127817573613934,1.0
88,-1.9236324897299268,0.7880973957385953,1.0
89,-1.9110798018557889,0.8594677760454547,1.0
90,-2.0250076926743668,0.8550680937953672,1.0
91,-2.1545985519691144,0.8413077692893,1.0
92,-1.9471023065216169,0.7037259685843799,1.0
93,-1.886229059928727,0.8764238970821159,1.0
94,-1.9161957062596262,0.910868267968017,1.0
95,-1.7996967328465998,0.7088735766953925,1.0
96,-1.8126999098828027,0.9116501876791022,1.0
97,-1.8630931457863127,0.867573778732027,1.0
98,-1.853905093737572,0.8992183066290081,1.0
99,-1.5031843964484166,0.9424328401680889,1.0
100,-1.7200268916652857,0.9686160980323779,1.0
101,-1.2996543428161171,-0.9565621844350349,1.0
102,-1.4851289790692486,-0.5743359709486372,1.0
103,-1.4932965601229231,-0.21394795345436107,1.0
104,-1.7954893999552197,0.18194384527759275,1.0
105,-1.4449331196342279,-0.1512430126433809,1.0
106,-1.7406596106949328,0.06844911772139307,1.0
