,0,1,2
0,0.4151767881422585,1.469264837618123,0.0
1,-1.0874773788547478,0.6903200803186927,0.0
2,-0.13205684015216884,0.9850809572758863,0.0
3,1.0655792397048662,1.109595596437546,1.0
4,0.8347961522101365,0.7513496421466828,0.0
5,1.8148932958937265,1.450206865996652,0.0
6,0.7674465837205836,0.6072541397915288,1.0
7,0.43841827393094324,0.5530135416512859,0.0
8,0.5169434435851149,1.368686647669139,1.0
9,0.9552363721773974,0.45811916132253927,0.0
10,0.16212288987091217,1.833489958983132,1.0
11,2.2618695475609867,1.7776678331912164,0.0
12,0.7583085780999843,1.8334109740798057,0.0
13,1.0330197163817487,2.2892170281134216,0.0
14,0.23768809676069905,2.1523743681747542,2.0
15,0.7099134571645773,0.9276978385167147,2.0
16,0.886310735647449,0.6628081500171051,2.0
17,0.45688611900606174,1.2023318854570422,0.0
18,-0.50827916848357,1.4732699070758608,0.0
19,0.8215268702341508,0.8350321909595818,2.0
20,-0.14772812314904077,1.789006655175348,0.0
21,0.8970995075034928,0.5541384556727388,2.0
22,-0.4456919906794565,2.0062025689717786,0.0
23,0.8096890343074606,1.234964573087455,0.0
24,-0.6317374674164599,-0.4360285411584478,1.0
25,-1.1372679998531496,0.5930673770352483,0.0
26,0.5497272782178909,0.9517962265242556,0.0
27,-1.9711313869576084,-0.8495045783389205,0.0
28,0.08816909453526164,0.18092424589068046,1.0
29,3.595054925299514,1.7498462898791833,0.0
30,0.2611918275870562,1.8247715990266342,0.0
31,-0.8958727507774035,-0.5830095207019772,1.0
32,1.0706947608911048,1.3121809756632012,2.0
33,1.0627762586215939,0.7746886190372393,2.0
34,1.056196552277669,1.4990087626736297,2.0
35,0.11488704828814439,4.002394518308207,0.0
36,0.09210682208672377,1.1215300830260087,0.0
37,-0.2623741455480059,1.492713846607501,0.0
38,1.2267142970005418,2.253961346153449,0.0
39,0.8156713114182569,1.0675585998962782,0.0
40,0.47110596790613013,0.8039386615181229,0.0
41,2.958175445809656,0.3931609573636977,0.0
42,1.5937087901865818,1.327068212007001,0.0
43,0.6009410911566156,0.6218610538637567,0.0
44,1.9411893431712817,1.122368431403105,0.0
45,0.16448515253425244,1.1372870337323482,0.0
46,0.7620723095081632,1.6784283291170567,0.0
47,0.09469711592544301,0.30040742492903894,1.0
48,0.3445692055505172,1.7879414086082592,2.0
49,0.2006850671811339,1.1491123418290226,0.0
50,0.1666461978557984,2.22791982775354,2.0
51,1.490351387364235,1.2211284310879704,2.0
52,-0.03304392744079639,1.877208517423224,0.0
53,1.2836645919893976,1.7371229637480867,2.0
54,0.5580230496328106,1.6587966378626886,1.0
55,2.261636593939719,1.8181985259106754,0.0
56,0.4511264303750308,2.775373652962895,0.0
57,-0.2308325692887419,1.4789565246304295,0.0
58,0.8921182991520518,0.9550907738309231,0.0
